,A,B,C,A,B,C
15312,QWJ88395.1 ,B.1.1.7,1270,"USA: SC, LEXINGTON",USA,2021/5/25
15313,QWE98609.1 ,B.1.1.7,1270,"USA: Alaska, Anchorage-Mat Su",USA,2021/5/25
15314,WKN95664.1 ,B.1.637,1272,USA,USA,2021/5/26
15315,UZP54437.1 ,P.1,1273,Brazil,Brazil,2021/5/26
15316,UTE13442.1 ,R.1,1271,USA,USA,2021/5/26
15317,URA85346.1 ,P.1,1273,Brazil,Brazil,2021/5/26
15318,UQJ27711.1 ,AY.26,1271,Mexico,Mexico,2021/5/26
15319,UIS57459.1 ,P.1,1273,USA,USA,2021/5/26
15320,UHN99877.1 ,B.1.617.2,1271,USA: Texas,USA,2021/5/26
15321,UBZ78723.1 ,B.1.526,1273,USA: VA,USA,2021/5/26
15322,UBN37906.1 ,B.1.526,1273,USA,USA,2021/5/26
15323,QZQ77000.1 ,B.1.1.7,1270,USA: FL,USA,2021/5/26
15324,QYG70314.1 ,Q.3,1270,USA,USA,2021/5/26
15325,QXD97958.1 ,B.1.1.7,1270,USA,USA,2021/5/26
15326,QXE51983.1 ,B.1.1.7,1270,"USA: Washington,King County",USA,2021/5/26
15327,QWZ27038.1 ,P.1.15,1273,USA: Minnesota,USA,2021/5/26
15328,QWY99435.1 ,B.1.1.7,1270,USA: GA,USA,2021/5/26
15329,QWZ00437.1 ,B.1.637,1272,USA: PR,USA,2021/5/26
15330,QWX21601.1 ,B.1.1.7,1270,USA,USA,2021/5/26
15331,QWW57270.1 ,B.1.1.7,1270,USA: Colorado,USA,2021/5/26
15332,QWT11294.1 ,B.1.617.1,1273,Myanmar,Myanmar,2021/5/26
15333,QWT30895.1 ,B.1.1.7,1270,"USA: SC, FLORENCE",USA,2021/5/26
15334,QWS08357.1 ,B.1.526,1273,USA: Maine,USA,2021/5/26
15335,QWS08462.1 ,B.1.1.7,1270,USA: Pennsylvania,USA,2021/5/26
15336,QWS08618.1 ,B.1.2,1273,USA: Texas,USA,2021/5/26
15337,QWP85330.1 ,B.1.526,1273,USA: California,USA,2021/5/26
15338,QWP85354.1 ,P.1,1273,USA: Illinois,USA,2021/5/26
15339,QWP85593.1 ,B.1.1.7,1270,USA: Minnesota,USA,2021/5/26
15340,QWP85641.1 ,B.1.1.7,1270,USA: California,USA,2021/5/26
15341,QWP85689.1 ,B.1.1.7,1270,USA: Arizona,USA,2021/5/26
15342,QWP86144.1 ,B.1.1.7,1270,USA: Tennessee,USA,2021/5/26
15343,QWP86263.1 ,B.1.1.7,1270,USA: Florida,USA,2021/5/26
15344,QWP87616.1 ,B.1.526,1273,USA: Michigan,USA,2021/5/26
15345,QWO48908.1 ,P.1.10,1273,USA: Florida,USA,2021/5/26
15346,QWO49216.1 ,B.1.1.7,1270,USA: Florida,USA,2021/5/26
15347,QWO49264.1 ,A.2.5,1273,USA: Virginia,USA,2021/5/26
15348,QWO49700.1 ,B.1.1.7,1270,USA: Florida,USA,2021/5/26
15349,QWO49912.1 ,B.1.1.7,1270,USA: Florida,USA,2021/5/26
15350,QWO56216.1 ,B.1.1.7,1270,USA: Pennsylvania,USA,2021/5/26
15351,QWO59590.1 ,B.1.526,1273,USA: North Carolina,USA,2021/5/26
15352,QWO59722.1 ,B.1.1.7,1269,USA: Virginia,USA,2021/5/26
15353,QWO65637.1 ,B.1.1.7,1270,USA: Nevada,USA,2021/5/26
15354,QWO67745.1 ,B.1.1.7,1270,USA: West Virginia,USA,2021/5/26
15355,QWM40133.1 ,B.1.637,1272,USA: Maine,USA,2021/5/26
15356,QWM40156.1 ,B.1.526,1273,USA: Maine,USA,2021/5/26
15357,QWK64352.1 ,B.1.1.7,1270,"USA: Alaska, Anchorage-Mat Su",USA,2021/5/26
15358,WIV80279.1 ,B.1,1273,India,India,2021/5/27
15359,UXJ71652.1 ,B.1.1.28,1273,Philippines: Davao Region,Philippines,2021/5/27
15360,URA85334.1 ,P.1,1273,Brazil,Brazil,2021/5/27
15361,UQJ28671.1 ,B.1.617.2,1273,Mexico,Mexico,2021/5/27
15362,QYC51922.1 ,XB,1273,USA: Minnesota,USA,2021/5/27
15363,QXI93571.1 ,B.1.1.7,1270,USA: MI,USA,2021/5/27
15364,QWU48875.1 ,B.1,1273,Bangladesh: Chattogram,Bangladesh,2021/5/27
15365,QXE53038.1 ,B.1.637,1272,"USA: Washington,Spokane County",USA,2021/5/27
15366,QWY98121.1 ,B.1.1.7,1270,USA: NE,USA,2021/5/27
15367,QWX29695.1 ,B.1.1.7,1270,USA: New Mexico,USA,2021/5/27
15368,QWW59238.1 ,B.1.1.7,1270,USA: Colorado,USA,2021/5/27
15369,QWW59415.1 ,B.1.1.7,1270,USA: Colorado,USA,2021/5/27
15370,QWW60670.1 ,AY.44,1270,USA: Colorado,USA,2021/5/27
15371,QWW60932.1 ,B.1.1.7,1270,USA: Colorado,USA,2021/5/27
15372,QWT66795.1 ,B.1.526,1273,USA: Minnesota,USA,2021/5/27
15373,QWT67379.1 ,B.1.1.7,1270,USA: Minnesota,USA,2021/5/27
15374,QWS07943.1 ,B.1.1.7,1270,USA: Pennsylvania,USA,2021/5/27
15375,QWP82986.1 ,B.1.1.7,1270,USA: Wyoming,USA,2021/5/27
15376,QWO25390.1 ,P.1,1273,USA: California,USA,2021/5/27
15377,QWO49807.1 ,P.1,1273,USA: Florida,USA,2021/5/27
15378,QWO49996.1 ,B.1.1.7,1270,USA: Maryland,USA,2021/5/27
15379,QWO60221.1 ,B.1.1.7,1270,USA: Virginia,USA,2021/5/27
15380,QWO60374.1 ,B.1.526,1273,USA: North Carolina,USA,2021/5/27
15381,QWO60505.1 ,B.1.526,1273,USA: North Carolina,USA,2021/5/27
15382,QWO65872.1 ,P.1,1273,USA: Arizona,USA,2021/5/27
15383,QWO68178.1 ,B.1.1.7,1270,USA: West Virginia,USA,2021/5/27
15384,QWO68746.1 ,B.1.1.7,1270,USA: Ohio,USA,2021/5/27
15385,QWO69803.1 ,B.1.1.7,1270,USA: California,USA,2021/5/27
15386,QWM21087.1 ,B.1.1.7,1270,USA: Ohio,USA,2021/5/27
15387,QWM40239.1 ,B.1.637,1272,USA: Massachusetts,USA,2021/5/27
15388,UZP53228.1 ,P.1,1273,Brazil,Brazil,2021/5/28
15389,UZP54568.1 ,P.1,1273,Brazil,Brazil,2021/5/28
15390,URA85310.1 ,P.1,1273,Brazil,Brazil,2021/5/28
15391,UJZ19149.1 ,AY.26,1271,USA: Arkansas,USA,2021/5/28
15392,UIS57080.1 ,B.1.526,1273,USA,USA,2021/5/28
15393,UEZ73441.1 ,B.1.1.7,1270,USA: FL,USA,2021/5/28
15394,UEQ72899.1 ,B.1.1.7,1270,Mexico,Mexico,2021/5/28
15395,UCU63904.1 ,B.1.1.7,1269,USA: California,USA,2021/5/28
15396,UAZ37449.1 ,B.1.1.7,1270,USA: FL,USA,2021/5/28
15397,QYG68527.1 ,Q.3,1270,USA,USA,2021/5/28
15398,QWW59120.1 ,P.1,1273,USA: Colorado,USA,2021/5/28
15399,QWW60088.1 ,P.1,1273,USA: Colorado,USA,2021/5/28
15400,QWW60385.1 ,B.1.1.7,1270,USA: Colorado,USA,2021/5/28
15401,QWW60517.1 ,B.1.1.7,1273,USA: Colorado,USA,2021/5/28
15402,QWU00643.1 ,B.1.526,1273,USA: Pennsylvania,USA,2021/5/28
15403,QWT67919.1 ,B.1.1.7,1270,USA: Minnesota,USA,2021/5/28
15404,QWT83882.1 ,B.1.1.7,1270,USA: Texas,USA,2021/5/28
15405,QWT11222.1 ,B.1.617.2,1273,Myanmar,Myanmar,2021/5/28
15406,QWT11234.1 ,B.1.1.7,1273,Myanmar,Myanmar,2021/5/28
15407,QWT11246.1 ,B.1.617.1,1273,Myanmar,Myanmar,2021/5/28
15408,QWT11258.1 ,B.1.1.7,1273,Myanmar,Myanmar,2021/5/28
15409,QWS08298.1 ,B.1.1.7,1270,USA: New Hampshire,USA,2021/5/28
15410,QWP82107.1 ,B.1.526,1273,USA: Florida,USA,2021/5/28
15411,QWP82545.1 ,B.1.1.7,1270,USA: Tennessee,USA,2021/5/28
15412,QWP82808.1 ,B.1.1.7,1270,USA: California,USA,2021/5/28
15413,QWO25078.1 ,P.1.17,1273,USA: Texas,USA,2021/5/28
15414,QWO61085.1 ,B.1.1.7,1270,USA: Pennsylvania,USA,2021/5/28
15415,QWO68815.1 ,B.1.1,1270,USA: Texas,USA,2021/5/28
15416,QWO68827.1 ,B.1.1.7,1270,USA: Indiana,USA,2021/5/28
15417,QWO69510.1 ,B.1.1.7,1270,USA: California,USA,2021/5/28
15418,QWO69826.1 ,B.1.1.7,1270,USA: Pennsylvania,USA,2021/5/28
15419,UZP53240.1 ,B.1,1273,Brazil,Brazil,2021/5/29
15420,UML25536.1 ,AY.38,1271,USA,USA,2021/5/29
15421,UEZ73944.1 ,P.1,1273,USA: FL,USA,2021/5/29
15422,UAZ42622.1 ,B.1.1.7,1271,USA: VA,USA,2021/5/29
15423,UAZ43409.1 ,B.1.1.7,1270,USA: VA,USA,2021/5/29
15424,QXL00826.1 ,B.1.1.7,1270,USA: Colorado,USA,2021/5/29
15425,QWW60469.1 ,P.1,1272,USA: Colorado,USA,2021/5/29
15426,QWU56147.1 ,P.1.17,1273,USA: Arizona,USA,2021/5/29
15427,QWT77602.1 ,B.1.1.7,1270,USA: Wisconsin,USA,2021/5/29
15428,QWP80954.1 ,B.1.1.7,1270,USA: Michigan,USA,2021/5/29
15429,QWO61347.1 ,P.3,1268,USA: Maryland,USA,2021/5/29
15430,QWO70274.1 ,B.1.1,1272,USA: California,USA,2021/5/29
15431,QWO70593.1 ,B.1.526,1270,USA: Nevada,USA,2021/5/29
15432,QWM42303.1 ,B.1.1.7,1270,USA: California,USA,2021/5/29
15433,QWJ74129.1 ,B.1.526,1273,USA: Minnesota,USA,2021/5/29
15434,UQJ16694.1 ,AY.20,1271,Mexico,Mexico,2021/5/30
15435,UJZ32659.1 ,P.1.1,1273,Germany,Germany,2021/5/30
15436,UIS57221.1 ,P.1,1273,USA,USA,2021/5/30
15437,UEZ73967.1 ,P.1,1273,USA: FL,USA,2021/5/30
15438,UDA99388.1 ,B.1.427,1273,"USA: California,San Diego",USA,2021/5/30
15439,QWY98061.1 ,B.1.1.7,1270,USA: NE,USA,2021/5/30
15440,QWS07470.1 ,B.1.1.7,1270,USA: Texas,USA,2021/5/30
15441,QWQ65614.1 ,B.1.637,1272,USA: Massachusetts,USA,2021/5/30
15442,QWP80133.1 ,B.1.1.7,1270,USA: Tennessee,USA,2021/5/30
15443,QWP81441.1 ,B.1.1.7,1270,USA: Georgia,USA,2021/5/30
15444,QWP81465.1 ,P.1,1273,USA: Florida,USA,2021/5/30
15445,QWP81525.1 ,P.1.13,1270,USA: Florida,USA,2021/5/30
15446,QWP81537.1 ,C.36.3.1,1271,USA: Florida,USA,2021/5/30
15447,QWO51093.1 ,B.1.1.7,1270,USA: New Hampshire,USA,2021/5/30
15448,QWO51141.1 ,B.1.1.7,1270,USA: Georgia,USA,2021/5/30
15449,QWO70509.1 ,B.1.1.7,1270,USA: Oregon,USA,2021/5/30
15450,UZP55072.1 ,P.1,1273,Brazil,Brazil,2021/5/31
15451,UQK91187.1 ,C.36.3,1271,Italy: Calabria,Italy,2021/5/31
15452,URW64091.1 ,AY.46,1271,Uganda,Uganda,2021/5/31
15453,URN52637.1 ,AY.32,1271,South Africa: Western Cape,South Africa,2021/5/31
15454,UJZ32924.1 ,P.1,1273,Germany,Germany,2021/5/31
15455,UCU63834.1 ,Q.3,1270,USA: West Virginia,USA,2021/5/31
15456,UBU76684.1 ,B.1.1.7,1270,Netherlands,Netherlands,2021/5/31
15457,QXL64266.1 ,B.1.637,1272,USA: FL,USA,2021/5/31
15458,QXI94620.1 ,B.1.637,1272,USA: ND,USA,2021/5/31
15459,QXF48974.1 ,B.1.1.7,1270,USA: DC,USA,2021/5/31
15460,QWW60243.1 ,B.1.1.7,1270,USA: Idaho,USA,2021/5/31
15461,QWS07657.1 ,B.1.526,1273,USA: Pennsylvania,USA,2021/5/31
15462,QWQ67937.1 ,P.1,1273,USA: New Hampshire,USA,2021/5/31
15463,QWO51375.1 ,B.1.1.7,1270,USA: Florida,USA,2021/5/31
15464,WKQ67513.1 ,C.36.3,1271,France,France,Jun-21
15465,WGQ55255.1 ,B.1.617.2,1271,France,France,Jun-21
15466,BDA52112.1 ,B.1.617.2,1271,Japan: Tokyo,Japan,Jun-21
15467,QXP14822.1 ,P.1,1273,USA: Virginia,USA,Jun-21
15468,QXP14914.1 ,B.1.1.7,1270,USA: Virginia,USA,Jun-21
15469,QXL91766.1 ,B.1.1.7,1270,USA: Virginia,USA,Jun-21
15470,QXF42808.1 ,B.1.1.7,1270,USA: Virginia,USA,Jun-21
15471,QXF43023.1 ,B.1.526,1273,USA: Virginia,USA,Jun-21
15472,QXF43071.1 ,P.1,1273,USA: Virginia,USA,Jun-21
15473,UZP54856.1 ,P.1,1273,Brazil,Brazil,2021/6/1
15474,URA64782.1 ,P.1.7,1273,Brazil,Brazil,2021/6/1
15475,URA65513.1 ,P.1,1273,Brazil,Brazil,2021/6/1
15476,URA68795.1 ,P.1,1273,Brazil,Brazil,2021/6/1
15477,URA69167.1 ,P.1,1273,Brazil,Brazil,2021/6/1
15478,URA73683.1 ,P.1,1273,Brazil,Brazil,2021/6/1
15479,URA73730.1 ,P.1,1273,Brazil,Brazil,2021/6/1
15480,URA84903.1 ,P.1,1273,Brazil,Brazil,2021/6/1
15481,URA84962.1 ,P.1,1273,Brazil,Brazil,2021/6/1
15482,URA84986.1 ,P.1,1273,Brazil,Brazil,2021/6/1
15483,URA85046.1 ,P.1,1273,Brazil,Brazil,2021/6/1
15484,URA85094.1 ,P.1,1273,Brazil,Brazil,2021/6/1
15485,URA85202.1 ,P.1,1273,Brazil,Brazil,2021/6/1
15486,URA86300.1 ,P.1,1273,Brazil,Brazil,2021/6/1
15487,URA86324.1 ,P.1,1273,Brazil,Brazil,2021/6/1
15488,URA86420.1 ,P.1,1273,Brazil,Brazil,2021/6/1
15489,URA86480.1 ,P.1,1273,Brazil,Brazil,2021/6/1
15490,URA86492.1 ,P.1,1273,Brazil,Brazil,2021/6/1
15491,URA87535.1 ,P.1.14,1272,Brazil,Brazil,2021/6/1
15492,URA87926.1 ,P.1,1273,Brazil,Brazil,2021/6/1
15493,UQJ27999.1 ,AY.26,1271,Mexico,Mexico,2021/6/1
15494,UQJ28155.1 ,AY.20,1271,Mexico,Mexico,2021/6/1
15495,UOK30226.1 ,P.1,1273,USA: IA,USA,2021/6/1
15496,ULL39168.1 ,AY.91,1271,South Africa,South Africa,2021/6/1
15497,ULL39192.1 ,B.1.1.528,1273,South Africa,South Africa,2021/6/1
15498,UJU98804.1 ,AY.2,1271,USA,USA,2021/6/1
15499,UEQ70154.1 ,B.1.1.7,1270,Mexico,Mexico,2021/6/1
15500,UCU64226.1 ,B.1.1.7,1270,USA: New Mexico,USA,2021/6/1
15501,UCU64530.1 ,B.1.1.7,1270,USA: Idaho,USA,2021/6/1
15502,UCU64636.1 ,A.2.5,1273,USA: Arizona,USA,2021/6/1
15503,UCU65259.1 ,B.1.1.7,1270,USA: Indiana,USA,2021/6/1
15504,UBZ78699.1 ,B.1.1.7,1270,USA: VA,USA,2021/6/1
15505,UBN39098.1 ,B.1.1.7,1270,USA,USA,2021/6/1
15506,QYG68562.1 ,Q.3,1270,USA,USA,2021/6/1
15507,QXP17458.1 ,B.1.1.7,1270,USA: CA,USA,2021/6/1
15508,QXL00422.1 ,B.1.1.7,1270,USA: North Carolina,USA,2021/6/1
15509,QXL00566.1 ,B.1.1.7,1270,USA: Colorado,USA,2021/6/1
15510,QXL00696.1 ,B.1.1.7,1270,USA: North Carolina,USA,2021/6/1
15511,QXJ72077.1 ,B.1.1.7,1270,USA,USA,2021/6/1
15512,QXJ72812.1 ,B.1.1.7,1270,USA,USA,2021/6/1
15513,QXG96560.1 ,B.1.637,1272,USA: West Virginia,USA,2021/6/1
15514,QXD94258.1 ,B.1.1.7,1270,USA,USA,2021/6/1
15515,QXD95507.1 ,B.1.526,1273,USA,USA,2021/6/1
15516,QWZ00389.1 ,B.1.526,1273,USA: PR,USA,2021/6/1
15517,QWX30232.1 ,AY.2,1273,USA: Louisiana,USA,2021/6/1
15518,QWT95729.1 ,P.1,1273,USA: Ohio,USA,2021/6/1
15519,QWT96911.1 ,P.1.10,1273,USA: Florida,USA,2021/6/1
15520,QWT97136.1 ,B.1.1.7,1270,USA: Florida,USA,2021/6/1
15521,QWT97547.1 ,B.1.1.7,1270,USA: Florida,USA,2021/6/1
15522,QWT97652.1 ,P.1,1273,USA: Florida,USA,2021/6/1
15523,QWU01384.1 ,B.1.1.7,1270,USA: North Carolina,USA,2021/6/1
15524,QWU01526.1 ,B.1.637,1271,USA: Pennsylvania,USA,2021/6/1
15525,QWT77722.1 ,B.1.1.7,1270,USA: MD,USA,2021/6/1
15526,QWT92380.1 ,Q.3,1270,USA: Texas,USA,2021/6/1
15527,QWQ64457.1 ,B.1.526,1273,USA: Arkansas,USA,2021/6/1
15528,QWQ64681.1 ,B.1.1.7,1270,USA: California,USA,2021/6/1
15529,QWQ64693.1 ,Q.3,1270,USA: Ohio,USA,2021/6/1
15530,QWQ65307.1 ,B.1.1.7,1270,USA: Texas,USA,2021/6/1
15531,QWQ65342.1 ,B.1.637,1272,USA: Massachusetts,USA,2021/6/1
15532,QWQ75681.1 ,P.1,1273,USA: Florida,USA,2021/6/1
15533,QWQ76110.1 ,B.1.1.7,1270,USA: Illinois,USA,2021/6/1
15534,QWQ76146.1 ,B.1.1.7,1270,USA: California,USA,2021/6/1
15535,QWQ76336.1 ,P.1,1273,USA: California,USA,2021/6/1
15536,QWQ76587.1 ,B.1.637,1272,USA: Virginia,USA,2021/6/1
15537,QWQ76706.1 ,B.1.1.7,1270,USA: Indiana,USA,2021/6/1
15538,QWQ76898.1 ,B.1.1.7,1270,USA: Texas,USA,2021/6/1
15539,QWQ77314.1 ,B.1.1.7,1270,USA: Florida,USA,2021/6/1
15540,QWQ77790.1 ,B.1.1.7,1270,USA: California,USA,2021/6/1
15541,QWQ77862.1 ,B.1.526,1273,USA: Louisiana,USA,2021/6/1
15542,QWQ77933.1 ,B.1.526,1273,USA: Florida,USA,2021/6/1
15543,UOM11967.1 ,B.1.526,1272,USA,USA,2021/6/2
15544,URW64127.1 ,AY.46.4,1271,Uganda,Uganda,2021/6/2
15545,URA68987.1 ,P.1.7,1273,Brazil,Brazil,2021/6/2
15546,URA70209.1 ,P.1,1273,Brazil,Brazil,2021/6/2
15547,URA73419.1 ,P.1,1273,Brazil,Brazil,2021/6/2
15548,URA83388.1 ,P.1,1273,Brazil,Brazil,2021/6/2
15549,URA83400.1 ,P.1,1273,Brazil,Brazil,2021/6/2
15550,URA84771.1 ,P.1,1273,Brazil,Brazil,2021/6/2
15551,URA84807.1 ,P.1,1273,Brazil,Brazil,2021/6/2
15552,URA84891.1 ,P.1.7,1273,Brazil,Brazil,2021/6/2
15553,URA86096.1 ,P.1,1273,Brazil,Brazil,2021/6/2
15554,URA86144.1 ,P.1,1273,Brazil,Brazil,2021/6/2
15555,URA86192.1 ,P.1,1273,Brazil,Brazil,2021/6/2
15556,URA86204.1 ,P.1,1273,Brazil,Brazil,2021/6/2
15557,URA86216.1 ,P.1.14,1273,Brazil,Brazil,2021/6/2
15558,URA86240.1 ,P.1.14,1273,Brazil,Brazil,2021/6/2
15559,UQJ27831.1 ,AY.20,1271,Mexico,Mexico,2021/6/2
15560,UQJ27903.1 ,AY.26,1271,Mexico,Mexico,2021/6/2
15561,UQJ27975.1 ,AY.26,1271,Mexico,Mexico,2021/6/2
15562,UQJ28263.1 ,AY.26,1271,Mexico,Mexico,2021/6/2
15563,UOK30442.1 ,P.1,1273,USA: IA,USA,2021/6/2
15564,UJZ12654.1 ,AY.44,1271,USA: Arkansas,USA,2021/6/2
15565,UJZ19396.1 ,AY.44,1271,USA: Arkansas,USA,2021/6/2
15566,BDC78701.1 ,B.1.1.7,1271,"Japan:Shizuoka, east",Japan,2021/6/2
15567,UCU65769.1 ,Q.3,1270,USA: Washington,USA,2021/6/2
15568,UCU67178.1 ,B.1.1.7,1270,USA: California,USA,2021/6/2
15569,QYP39575.1 ,B.1.1.7,1270,USA,USA,2021/6/2
15570,QXL64719.1 ,B.1.1.7,1270,USA: FL,USA,2021/6/2
15571,QXH00201.1 ,B.1.1.7,1270,USA: West Virginia,USA,2021/6/2
15572,QXF95930.1 ,B.1.1.7,1270,USA: Ohio,USA,2021/6/2
15573,QXG10468.1 ,A.2.5,1273,USA: NY,USA,2021/6/2
15574,QWT96619.1 ,B.1.1.7,1270,USA: Illinois,USA,2021/6/2
15575,QWT97500.1 ,B.1.1.7,1270,USA: Tennessee,USA,2021/6/2
15576,QWT97804.1 ,B.1.1.7,1270,USA: Florida,USA,2021/6/2
15577,QWT98977.1 ,A.2.5,1273,USA: Rhode Island,USA,2021/6/2
15578,QWU02256.1 ,B.1.1.7,1270,USA: Illinois,USA,2021/6/2
15579,QWU03040.1 ,P.1.10,1273,USA: Pennsylvania,USA,2021/6/2
15580,QWT92089.1 ,B.1.1.7,1270,USA: Texas,USA,2021/6/2
15581,QWT92721.1 ,B.1.1.7,1270,USA: Texas,USA,2021/6/2
15582,QWT94219.1 ,B.1.1.7,1270,USA: Illinois,USA,2021/6/2
15583,QWQ73115.1 ,B.1.526,1273,USA: Maryland,USA,2021/6/2
15584,QWQ73187.1 ,Q.3,1270,USA: Nevada,USA,2021/6/2
15585,QWQ77445.1 ,B.1.1.7,1270,USA: Tennessee,USA,2021/6/2
15586,UZP53264.1 ,P.1.7,1273,Brazil,Brazil,2021/6/3
15587,URA74027.1 ,P.1,1273,Brazil,Brazil,2021/6/3
15588,URA86000.1 ,P.1.14,1273,Brazil,Brazil,2021/6/3
15589,UML30286.1 ,B.1.617.2,1271,India,India,2021/6/3
15590,UEQ72063.1 ,B.1.1.7,1270,Mexico,Mexico,2021/6/3
15591,UCU61968.1 ,B.1.637,1272,USA: Indiana,USA,2021/6/3
15592,UCU66584.1 ,B.1.1.7,1270,USA: Arizona,USA,2021/6/3
15593,UCU66630.1 ,B.1.526,1273,USA: Arizona,USA,2021/6/3
15594,UCU67016.1 ,B.1.1.7,1270,USA: Utah,USA,2021/6/3
15595,UCU68062.1 ,B.1.1.7,1270,USA: Arkansas,USA,2021/6/3
15596,UCU70587.1 ,B.1.617.2,1270,USA: Missouri,USA,2021/6/3
15597,UAZ37366.1 ,B.1.526,1273,USA: SC,USA,2021/6/3
15598,QZZ64453.1 ,P.1,1273,USA: GA,USA,2021/6/3
15599,QZE01124.1 ,B.1.629,1273,Sierra Leone,Sierra Leone,2021/6/3
15600,QXI92223.1 ,B.1.1.7,1270,USA,USA,2021/6/3
15601,QWU63143.1 ,B.1.1.7,1270,USA: Minnesota,USA,2021/6/3
15602,QWU63215.1 ,P.1,1273,USA: Minnesota,USA,2021/6/3
15603,QWT98048.1 ,B.1.637,1272,USA: Florida,USA,2021/6/3
15604,QWT98177.1 ,B.1.617.2,1271,USA: Florida,USA,2021/6/3
15605,QWT99270.1 ,P.1,1270,USA: Florida,USA,2021/6/3
15606,QWT91892.1 ,B.1.1.7,1270,USA: New Jersey,USA,2021/6/3
15607,QWT93903.1 ,B.1.1.7,1270,USA: Texas,USA,2021/6/3
15608,QWT94300.1 ,B.1.526,1273,USA: Arkansas,USA,2021/6/3
15609,QWT94518.1 ,B.1.1.7,1270,USA: Pennsylvania,USA,2021/6/3
15610,QWS67323.1 ,B.1.1.7,1270,USA,USA,2021/6/3
15611,QWQ72255.1 ,B.1.1.7,1270,USA: California,USA,2021/6/3
15612,QWQ72363.1 ,B.1.1.7,1270,USA: California,USA,2021/6/3
15613,QWQ75219.1 ,B.1.1.7,1270,USA: Maryland,USA,2021/6/3
15614,UZP53396.1 ,P.1.2,1273,Brazil,Brazil,2021/6/4
15615,UZP54868.1 ,P.1,1271,Brazil,Brazil,2021/6/4
15616,UOM12374.1 ,B.1.526,1273,USA,USA,2021/6/4
15617,UTX57400.1 ,B.1.351,1270,South Africa: Western Cape,South Africa,2021/6/4
15618,URA64245.1 ,P.1,1273,Brazil,Brazil,2021/6/4
15619,URA69263.1 ,P.1,1273,Brazil,Brazil,2021/6/4
15620,URA70423.1 ,P.1,1273,Brazil,Brazil,2021/6/4
15621,URA74003.1 ,P.1,1273,Brazil,Brazil,2021/6/4
15622,URA84461.1 ,P.1.2,1273,Brazil,Brazil,2021/6/4
15623,URA84568.1 ,P.1,1273,Brazil,Brazil,2021/6/4
15624,URA85773.1 ,P.1,1273,Brazil,Brazil,2021/6/4
15625,URA85868.1 ,P.1,1273,Brazil,Brazil,2021/6/4
15626,URA85916.1 ,P.1.14,1273,Brazil,Brazil,2021/6/4
15627,URA85928.1 ,P.1,1273,Brazil,Brazil,2021/6/4
15628,URA85964.1 ,P.1.14,1273,Brazil,Brazil,2021/6/4
15629,UQJ25005.1 ,AY.20,1271,Mexico,Mexico,2021/6/4
15630,UMQ90896.1 ,B.1.526,1273,USA: TN,USA,2021/6/4
15631,ULD53839.1 ,AY.38,1271,South Africa,South Africa,2021/6/4
15632,ULD53851.1 ,AY.32,1271,South Africa,South Africa,2021/6/4
15633,UCU68027.1 ,B.1.1.7,1270,USA: Pennsylvania,USA,2021/6/4
15634,UCU68050.1 ,B.1.1.7,1270,USA: Arizona,USA,2021/6/4
15635,QYG68574.1 ,B.1.429,1270,USA,USA,2021/6/4
15636,QYG69639.1 ,Q.3,1270,USA,USA,2021/6/4
15637,QXL01073.1 ,B.1.1.7,1270,USA: North Carolina,USA,2021/6/4
15638,QXI79883.1 ,B.1.1.7,1270,USA,USA,2021/6/4
15639,QXF96385.1 ,B.1.1.7,1270,USA: Colorado,USA,2021/6/4
15640,QXF98378.1 ,B.1.1.7,1270,USA: Louisiana,USA,2021/6/4
15641,QWZ26415.1 ,B.1.2,1273,USA: Minnesota,USA,2021/6/4
15642,QWU50270.1 ,B.1.1.7,1270,"USA: Alaska, Interior",USA,2021/6/4
15643,QWT96511.1 ,B.1.1.7,1270,USA: Ohio,USA,2021/6/4
15644,QWT96770.1 ,B.1.526,1273,USA: Pennsylvania,USA,2021/6/4
15645,QWT98260.1 ,B.1.526,1273,USA: Florida,USA,2021/6/4
15646,QWU03287.1 ,B.1.1.7,1269,USA: Virginia,USA,2021/6/4
15647,QWU03371.1 ,B.1.1.7,1270,USA: Indiana,USA,2021/6/4
15648,QWU03512.1 ,B.1.1.7,1270,USA: Virginia,USA,2021/6/4
15649,QWU03863.1 ,B.1.526,1273,USA: New York,USA,2021/6/4
15650,QWU03923.1 ,B.1.1.7,1270,USA: Maryland,USA,2021/6/4
15651,QWU04007.1 ,B.1.617.2,1271,USA: Virginia,USA,2021/6/4
15652,QWT93400.1 ,B.1.1.7,1270,USA: Nebraska,USA,2021/6/4
15653,QWQ72720.1 ,B.1.1.7,1270,USA: Georgia,USA,2021/6/4
15654,QWQ73873.1 ,Q.3,1270,USA: California,USA,2021/6/4
15655,QWQ73908.1 ,B.1.1.7,1270,USA: California,USA,2021/6/4
15656,WIO40189.1 ,B.1.617.2,1273,India,India,2021/6/5
15657,USG20753.1 ,AY.13,1271,USA,USA,2021/6/5
15658,URA65753.1 ,P.1.14,1273,Brazil,Brazil,2021/6/5
15659,URA65765.1 ,P.1,1273,Brazil,Brazil,2021/6/5
15660,URA66461.1 ,P.1,1273,Brazil,Brazil,2021/6/5
15661,URA70459.1 ,P.1,1273,Brazil,Brazil,2021/6/5
15662,URA73979.1 ,P.1,1273,Brazil,Brazil,2021/6/5
